Match_id,Team1,Team2,Season,Toss_winner,Toss_decision,Player_of_match,Winner,Players_1,Players_2,Players_3,Players_4,Players_5,Players_6,Players_7,Players_8,Players_9,Players_10,Players_11
1007649,0,1,2016,1,101,KL Rahul,1,CR Ervine,CJ Chibhabha,H Masakadza,PJ Moor,V Sibanda,Sikandar Raza,E Chigumbura,R Mutumbami,AG Cremer,TL Chatara,T Muzarabani
1007651,0,1,2016,1,101,YS Chahal,1,V Sibanda,CJ Chibhabha,PJ Moor,H Masakadza,Sikandar Raza,E Chigumbura,R Mutumbami,AG Cremer,TL Chatara,T Muzarabani,Nan
1007653,0,1,2016,0,100,KL Rahul,1,T Maruma,CJ Chibhabha,V Sibanda,H Masakadza,MN Waller,E Chigumbura,AG Cremer,N Madziva,R Mutumbami,T Mupariwa,DT Tiripano
1019973,2,6,2016,2,100,TWM Latham,2,NT Broom,TWM Latham,KS Williamson,MJ Guptill,JDS Neesham,C Munro,L Ronchi,MJ Santner,TG Southee,TA Boult,LH Ferguson
1019975,2,6,2016,6,101,NT Broom,2,NT Broom,KS Williamson,TWM Latham,MJ Guptill,JDS Neesham,C Munro,L Ronchi,MJ Santner,TG Southee,LH Ferguson,TA Boult
1019977,2,6,2016,6,100,KS Williamson,2,Mahmudullah,Imrul Kayes,Sabbir Rahman,Tamim Iqbal,Shakib Al Hasan,Mosaddek Hossain,Nurul Hasan,Tanbir Hayder,Mashrafe Mortaza,Taskin Ahmed,Mustafizur Rahman
1020013,2,7,2016,7,101,MP Stoinis,2,LRPL Taylor,TWM Latham,KS Williamson,MJ Guptill,NT Broom,C Munro,JDS Neesham,MJ Santner,TG Southee,LH Ferguson,TA Boult
1020031,2,4,2016,4,101,Q de Kock,4,LRPL Taylor,TWM Latham,KS Williamson,DG Brownlie,NT Broom,JDS Neesham,MJ Santner,C de Grandhomme,TG Southee,TA Boult,IS Sodhi
1020033,2,4,2016,4,101,LRPL Taylor,2,LRPL Taylor,TWM Latham,KS Williamson,DG Brownlie,NT Broom,JDS Neesham,TG Southee,TA Boult,C de Grandhomme,IS Sodhi,MJ Santner
1020035,2,4,2016,4,100,AB de Villiers,4,AB de Villiers,HM Amla,F du Plessis,Q de Kock,JP Duminy,DA Miller,D Pretorius,WD Parnell,AL Phehlukwayo,K Rabada,Imran Tahir
1020037,2,4,2016,4,100,MJ Guptill,2,JP Duminy,Q de Kock,F du Plessis,HM Amla,AB de Villiers,DA Miller,D Pretorius,CH Morris,WD Parnell,K Rabada,Imran Tahir
1020039,2,4,2016,4,101,K Rabada,4,L Ronchi,DG Brownlie,KS Williamson,MJ Guptill,LRPL Taylor,JDS Neesham,MJ Santner,C de Grandhomme,TG Southee,JS Patel,TA Boult
1022347,3,6,2017,3,101,JE Root,3,Mushfiqur Rahim,Soumya Sarkar,Imrul Kayes,Tamim Iqbal,Shakib Al Hasan,Sabbir Rahman,Mahmudullah,Mosaddek Hossain,Mashrafe Mortaza,Mustafizur Rahman,Rubel Hossain
1022351,4,8,2017,8,101,Imran Tahir,4,AB de Villiers,Q de Kock,F du Plessis,HM Amla,DA Miller,JP Duminy,CH Morris,WD Parnell,K Rabada,M Morkel,Imran Tahir
1022353,1,5,2017,5,101,Yuvraj Singh,1,Yuvraj Singh,S Dhawan,V Kohli,RG Sharma,HH Pandya,B Kumar,UT Yadav,JJ Bumrah,RA Jadeja,Nan,Nan
1022357,3,2,2017,2,101,JT Ball,3,EJG Morgan,AD Hales,JE Root,JJ Roy,BA Stokes,JC Buttler,MM Ali,AU Rashid,LE Plunkett,MA Wood,JT Ball
1022359,5,4,2017,4,100,Hasan Ali,5,AB de Villiers,HM Amla,F du Plessis,Q de Kock,DA Miller,JP Duminy,WD Parnell,CH Morris,K Rabada,M Morkel,Imran Tahir
1022361,1,8,2017,8,101,BKG Mendis,8,Yuvraj Singh,S Dhawan,V Kohli,RG Sharma,MS Dhoni,HH Pandya,KM Jadhav,RA Jadeja,B Kumar,UT Yadav,JJ Bumrah
1022363,6,2,2017,2,100,Shakib Al Hasan,6,LRPL Taylor,L Ronchi,KS Williamson,MJ Guptill,NT Broom,JDS Neesham,CJ Anderson,MJ Santner,AF Milne,TG Southee,TA Boult
1022365,3,7,2017,3,101,BA Stokes,3,MC Henriques,AJ Finch,SPD Smith,DA Warner,TM Head,GJ Maxwell,MS Wade,MA Starc,PJ Cummins,A Zampa,JR Hazlewood
1022367,1,4,2017,1,101,JJ Bumrah,1,AB de Villiers,HM Amla,F du Plessis,Q de Kock,DA Miller,JP Duminy,CH Morris,AL Phehlukwayo,K Rabada,M Morkel,Imran Tahir
1022369,5,8,2017,5,101,Sarfraz Ahmed,5,LD Chandimal,MD Gunathilaka,BKG Mendis,N Dickwella,AD Mathews,DM de Silva,DAS Gunaratne,NLTC Perera,RAS Lakmal,SL Malinga,N Pradeep
1022371,3,5,2017,5,101,Hasan Ali,5,EJG Morgan,AD Hales,JE Root,JM Bairstow,BA Stokes,JC Buttler,MM Ali,AU Rashid,LE Plunkett,MA Wood,JT Ball
1022375,1,5,2017,1,101,Fakhar Zaman,5,Shoaib Malik,Fakhar Zaman,Babar Azam,Azhar Ali,Mohammad Hafeez,Imad Wasim,Mohammad Amir,Junaid Khan,Hasan Ali,Shadab Khan,Nan
1027315,9,3,2016,9,101,EJG Morgan,3,EJG Morgan,SW Billings,JE Root,JJ Roy,JC Buttler,BA Stokes,MM Ali,CR Woakes,ST Finn,LE Plunkett,AU Rashid
1027317,9,3,2016,9,100,JE Root,3,SD Hope,E Lewis,KOA Powell,KC Brathwaite,JN Mohammed,JL Carter,JO Holder,CR Brathwaite,AR Nurse,ST Gabriel,D Bishoo
1027319,9,3,2016,9,101,AD Hales,3,JC Buttler,AD Hales,JE Root,JJ Roy,EJG Morgan,BA Stokes,MM Ali,CR Woakes,LE Plunkett,AU Rashid,ST Finn
1029819,6,3,2016,3,100,JT Ball,3,JM Bairstow,JM Vince,BM Duckett,JJ Roy,BA Stokes,JC Buttler,MM Ali,CR Woakes,DJ Willey,JT Ball,AU Rashid
1029821,6,3,2016,3,101,Mashrafe Mortaza,6,Mahmudullah,Imrul Kayes,Sabbir Rahman,Tamim Iqbal,Mushfiqur Rahim,Shakib Al Hasan,Mosaddek Hossain,Nasir Hossain,Mashrafe Mortaza,Shafiul Islam,Taskin Ahmed
1029823,6,3,2016,3,101,AU Rashid,3,Mahmudullah,Imrul Kayes,Sabbir Rahman,Tamim Iqbal,Mushfiqur Rahim,Shakib Al Hasan,Nasir Hossain,Mosaddek Hossain,Mashrafe Mortaza,Shafiul Islam,Taskin Ahmed
1030219,1,2,2016,1,101,HH Pandya,1,LRPL Taylor,TWM Latham,KS Williamson,MJ Guptill,CJ Anderson,L Ronchi,JDS Neesham,MJ Santner,DAJ Bracewell,TG Southee,IS Sodhi
1030221,1,2,2016,1,101,KS Williamson,2,LRPL Taylor,KS Williamson,TWM Latham,MJ Guptill,CJ Anderson,L Ronchi,MJ Santner,AP Devcich,TG Southee,MJ Henry,TA Boult
1030223,1,2,2016,1,101,V Kohli,1,LRPL Taylor,TWM Latham,KS Williamson,MJ Guptill,CJ Anderson,L Ronchi,JDS Neesham,MJ Santner,TG Southee,MJ Henry,TA Boult
1030225,1,2,2016,2,100,MJ Guptill,2,LRPL Taylor,TWM Latham,KS Williamson,MJ Guptill,JDS Neesham,BJ Watling,AP Devcich,MJ Santner,TG Southee,TA Boult,IS Sodhi
1030227,1,2,2016,1,100,A Mishra,1,MS Dhoni,RG Sharma,V Kohli,AM Rahane,MK Pandey,KM Jadhav,AR Patel,J Yadav,UT Yadav,JJ Bumrah,A Mishra
1031425,3,4,2017,4,101,MM Ali,3,EJG Morgan,AD Hales,JE Root,JJ Roy,BA Stokes,JC Buttler,MM Ali,CR Woakes,MA Wood,LE Plunkett,AU Rashid
1031427,3,4,2017,4,101,BA Stokes,3,EJG Morgan,AD Hales,JE Root,JJ Roy,BA Stokes,JC Buttler,MM Ali,MA Wood,JT Ball,LE Plunkett,AU Rashid
1031429,3,4,2017,4,101,K Rabada,4,EJG Morgan,JE Root,AD Hales,JJ Roy,JC Buttler,AU Rashid,JM Bairstow,DJ Willey,TS RolandNanJones,JT Ball,ST Finn
1033371,6,2,2017,6,101,Mushfiqur Rahim,6,LRPL Taylor,L Ronchi,NT Broom,TWM Latham,CJ Anderson,JDS Neesham,MJ Santner,C Munro,MJ Henry,JS Patel,HK Bennett
1034819,1,3,2016,1,101,KM Jadhav,1,EJG Morgan,AD Hales,JE Root,JJ Roy,JC Buttler,BA Stokes,MM Ali,CR Woakes,DJ Willey,JT Ball,AU Rashid
1034821,1,3,2016,3,101,Yuvraj Singh,1,Yuvraj Singh,S Dhawan,V Kohli,KL Rahul,MS Dhoni,KM Jadhav,HH Pandya,RA Jadeja,B Kumar,JJ Bumrah,R Ashwin
1034823,1,3,2016,1,101,BA Stokes,3,EJG Morgan,SW Billings,JM Bairstow,JJ Roy,JC Buttler,BA Stokes,MM Ali,CR Woakes,LE Plunkett,DJ Willey,JT Ball
1041523,6,4,2016,4,100,M du Preez,4,CL Tryon,A Steyn,M du Preez,L Lee,M Kapp,S Luus,S Jafta,D van Niekerk,A Khaka,M Daniels,MM Letsoalo
1041525,6,4,2016,6,100,O Kirsten,4,Rumana Ahmed,Sharmin Akhter,Shaila Sharmin,Sharmin Sultana,Nigar Sultana,Salma Khatun,Fargana Hoque,Lata Mondal,Jahanara Alam,Panna Ghosh,Khadija Tul Kubra
1043953,7,4,2016,4,100,EA Perry,7,D van Niekerk,S Luus,M du Preez,L Lee,M Kapp,D Devnarain,CL Tryon,A Khaka,M Daniels,Nan,Nan
1043955,7,4,2016,7,100,MM Lanning,7,EA Perry,EJ Villani,MM Lanning,NE Bolton,AJ Healy,GM Harris,JL Jonassen,KM Beams,RM Farrell,HL Ferling,Nan
1043961,7,4,2016,4,101,EA Perry,7,EA Perry,BL Mooney,MM Lanning,NE Bolton,AJ Blackwell,JL Jonassen,EJ Villani,AJ Healy,GM Harris,ML Schutt,A Wellington
1044203,8,7,2016,8,100,Nan,7,HIS Mendis,PM Weerakkody,PRCS Kumarihami,AC Jayangani,MADD Surangika,MDN Hansika,LE Kaushalya,KDU Prabodhani,I Ranaweera,BMSM Kumari,SIP Fernando
1044209,8,7,2016,7,100,NE Bolton,7,EA Perry,EJ Villani,MM Lanning,NE Bolton,AJ Blackwell,HL Ferling,EA Osborne,JL Jonassen,RM Farrell,KM Beams,Nan
1050223,5,9,2016,9,101,Babar Azam,5,Shoaib Malik,Babar Azam,Sharjeel Khan,Azhar Ali,Sarfraz Ahmed,Mohammad Rizwan,Imad Wasim,Mohammad Nawaz (3),Wahab Riaz,Mohammad Amir,Hasan Ali
1050225,5,9,2016,5,100,Babar Azam,5,Shoaib Malik,Sharjeel Khan,Babar Azam,Azhar Ali,Sarfraz Ahmed,Imad Wasim,Mohammad Rizwan,Mohammad Amir,Hasan Ali,Wahab Riaz,Mohammad Nawaz (3)
1050227,5,9,2016,5,100,Babar Azam,5,Shoaib Malik,Sharjeel Khan,Babar Azam,Azhar Ali,Sarfraz Ahmed,Mohammad Rizwan,Imad Wasim,Mohammad Nawaz (3),Sohail Khan,Hasan Ali,Wahab Riaz
1050607,2,5,2016,2,100,Nan,2,KJ Martin,RH Priest,AE Satterthwaite,SW 100es,SFM Devine,EC Perry,HR Huddleston,HM Rowe,TMM Newton,AC Kerr,Nan
1050609,2,5,2016,5,100,Nan,2,Bismah Maroof,Nahida Khan,Javeria Khan,Ayesha Zafar,Nida Dar,Nain Abidi,Asmavia Iqbal,Aliya Riaz,Sana Mir,Sadia Yousuf,Nan
1050611,2,5,2016,2,101,Nan,2,Bismah Maroof,Nahida Khan,Javeria Khan,Ayesha Zafar,Iram Javed,Sana Mir,Sidra Nawaz,Asmavia Iqbal,Diana Baig,Sadia Yousuf,Anam Amin
1050615,2,5,2016,2,100,Nan,2,AE Satterthwaite,SFM Devine,RH Priest,SW 100es,TMM Newton,KJ Martin,EC Perry,KT Perkins,LMM Tahuhu,AC Kerr,MJG Nielsen
1050623,2,7,2016,7,100,AE Satterthwaite,2,RL Haynes,NE Bolton,MM Lanning,BL Mooney,EJ Villani,AJ Healy,JL Jonassen,A Wellington,ML Schutt,L Cheatle,KM Beams
1050625,2,7,2016,7,101,AJ Blackwell,7,KJ Martin,RH Priest,AE Satterthwaite,SW 100es,EC Perry,KT Perkins,AM Peterson,LMM Tahuhu,EM Bermingham,HR Huddleston,AC Kerr
1050627,2,7,2016,7,101,MM Lanning,7,KJ Martin,RH Priest,AE Satterthwaite,SW 100es,KT Perkins,SRH Curtis,AM Peterson,EM Bermingham,AC Kerr,LMM Tahuhu,HR Huddleston
1059195,8,3,2016,8,100,Nan,3,MADD Surangika,MDN Hansika,AC Jayangani,GWHM Perera,PM Weerakkody,PRCS Kumarihami,KADA Kanchana,OU Ranasinghe,SS Weerakkody,I Ranaweera,BMSM Kumari
1059711,8,9,2016,8,101,JO Holder,9,SD Hope,KC Brathwaite,E Lewis,J Charles,JL Carter,R Powell,CR Brathwaite,JO Holder,AR Nurse,SJ Benn,ST Gabriel
1059714,8,9,2016,9,101,BKG Mendis,8,BKG Mendis,MDKJ Perera,N Dickwella,DM de Silva,GSNFG Jayasuriya,WU Tharanga,DAS Gunaratne,SS Pathirana,KMDN Kulasekara,RAS Lakmal,N Pradeep
1062580,8,3,2016,8,100,Nan,3,MADD Surangika,MDN Hansika,AC Jayangani,GWHM Perera,PM Weerakkody,PRCS Kumarihami,H Karunaratne,KADA Kanchana,NND de Silva,I Ranaweera,OU Ranasinghe
1073401,8,1,2016,1,100,DP Vaidya,1,M Raj,MR Meshram,DP Vaidya,DB Sharma,H Kaur,V Krishnamurthy,S Pandey,SK Yadav,E Bisht,RS Gayakwad,Nan
1073403,5,4,2016,4,100,CL Tryon,4,T Chetty,L Wolvaardt,M du Preez,L Lee,M Kapp,CL Tryon,D van Niekerk,S Luus,S Ismail,A Khaka,MM Letsoalo
1073408,6,5,2016,5,100,Ghulam Fatima,5,Bismah Maroof,Nahida Khan,Javeria Khan,Ayesha Zafar,Nain Abidi,Rabiya Shah,Aliya Riaz,Sana Mir,Aiman Anwer,Ghulam Fatima,Nashra Sandhu
1073413,6,4,2016,6,100,S Ismail,4,Fargana Hoque,Sanjida Islam,Sharmin Akhter,Sharmin Sultana,Rumana Ahmed,Nigar Sultana,Salma Khatun,Shaila Sharmin,Jahanara Alam,Khadija Tul Kubra,Suraiya Azmin
1073415,8,0,2016,0,100,I Ranaweera,8,A Ndiraya,M Mupachikwa,M Musonda,L Tshuma,N Nyathi,SM Mayers,P Marange,P Mujaji,J Nkomo,T Granger,N Mutasa
1073417,1,0,2016,0,100,Poonam Yadav,1,A Ndiraya,M Musonda,L Tshuma,M Mupachikwa,N Nyathi,SM Mayers,P Marange,P Mujaji,J Nkomo,N Mutasa,T Granger
1073421,1,4,2016,4,101,M Raj,1,H Kaur,DB Sharma,M Raj,MR Meshram,V Krishnamurthy,DP Vaidya,S Pandey,S Verma,E Bisht,Poonam Yadav,RS Gayakwad
1073422,8,5,2016,8,101,LE Kaushalya,8,Bismah Maroof,Nahida Khan,Javeria Khan,Ayesha Zafar,Rabiya Shah,Nain Abidi,Aliya Riaz,Sana Mir,Aiman Anwer,Nashra Sandhu,Ghulam Fatima
1073424,8,4,2016,8,100,S Luus,4,MADD Surangika,AC Jayangani,PRCS Kumarihami,MDN Hansika,PM Weerakkody,LE Kaushalya,GWHM Perera,SS Weerakkody,KDU Prabodhani,I Ranaweera,BMSM Kumari
1073425,6,1,2016,1,101,MR Meshram,1,Fargana Hoque,Sharmin Akhter,Sanjida Islam,Sharmin Sultana,Rumana Ahmed,Nigar Sultana,Salma Khatun,Shaila Sharmin,Jahanara Alam,Panna Ghosh,Khadija Tul Kubra
1073427,1,5,2016,1,101,E Bisht,1,Bismah Maroof,Nahida Khan,Javeria Khan,Ayesha Zafar,Nain Abidi,Aliya Riaz,Sana Mir,Rabiya Shah,Sadia Yousuf,Nashra Sandhu,Maham Tariq
1073430,1,4,2016,4,100,DB Sharma,1,T Chetty,L Wolvaardt,M du Preez,L Lee,CL Tryon,D van Niekerk,M Kapp,S Luus,S Ismail,A Khaka,MM Letsoalo
1077949,9,5,2017,9,101,JN Mohammed,9,Babar Azam,Kamran Akmal,Mohammad Hafeez,Ahmed Shehzad,Shoaib Malik,Sarfraz Ahmed,Imad Wasim,Mohammad Amir,Hasan Ali,Wahab Riaz,Shadab Khan
1077950,9,5,2017,9,101,Babar Azam,5,Mohammad Hafeez,Kamran Akmal,Babar Azam,Ahmed Shehzad,Shoaib Malik,Sarfraz Ahmed,Imad Wasim,Mohammad Amir,Junaid Khan,Hasan Ali,Shadab Khan
1077951,9,5,2017,9,100,Shoaib Malik,5,SD Hope,CAK Walton,KOA Powell,E Lewis,JN Mohammed,JL Carter,JO Holder,AR Nurse,V Permaul,D Bishoo,ST Gabriel
1083446,8,6,2016,8,101,Tamim Iqbal,6,Mushfiqur Rahim,Soumya Sarkar,Sabbir Rahman,Tamim Iqbal,Shakib Al Hasan,Mosaddek Hossain,Mahmudullah,Mashrafe Mortaza,Mehedi Hasan Miraz,Taskin Ahmed,Mustafizur Rahman
1083448,8,6,2016,6,101,NLTC Perera,8,LD Chandimal,WU Tharanga,BKG Mendis,MD Gunathilaka,TAM Siriwardana,DAS Gunaratne,NLTC Perera,S Prasanna,MDK Perera,KMDN Kulasekara,RAS Lakmal
1085945,2,8,2017,2,101,HR Huddleston,2,LE Kaushalya,PRCS Kumarihami,AC Jayangani,MDN Hansika,MADD Surangika,HASD Siriwardene,PM Weerakkody,SS Weerakkody,KDU Prabodhani,I Ranaweera,HHC Gunaratne
1085946,3,1,2017,3,101,S Mandhana,1,H Kaur,S Mandhana,M Raj,PG Raut,J Goswami,E Bisht,S Pandey,Poonam Yadav,DB Sharma,Nan,Nan
1085947,5,4,2017,4,101,S Ismail,4,Bismah Maroof,Nahida Khan,Javeria Khan,Ayesha Zafar,Nain Abidi,Kainat Imtiaz,Asmavia Iqbal,Sana Mir,Sidra Nawaz,Sadia Yousuf,Nashra Sandhu
1085948,7,9,2017,9,100,NE Bolton,7,SR Taylor,F Walters,CN Nation,HK Matthews,DJS Dottin,MR Aguilleira,SF Daley,A Mohammed,ASS Fletcher,SC Selman,SS Connell
1085951,1,9,2017,1,101,S Mandhana,1,DJS Dottin,F Walters,SR Taylor,HK Matthews,MR Aguilleira,Kyshona A Knight,CN Nation,SF Daley,ASS Fletcher,A Mohammed,SS Connell
1085952,7,8,2017,7,101,AC Jayangani,7,MADD Surangika,AC Jayangani,PRCS Kumarihami,MDN Hansika,PM Weerakkody,HASD Siriwardene,GWHM Perera,LE Kaushalya,SS Weerakkody,KDU Prabodhani,I Ranaweera
1085953,3,8,2017,8,100,LA Marsh,3,HASD Siriwardene,GWHM Perera,AC Jayangani,MDN Hansika,MADD Surangika,H Madavi,OU Ranasinghe,LE Kaushalya,KADA Kanchana,SS Weerakkody,I Ranaweera
1085954,7,2,2017,2,100,EA Perry,7,KJ Martin,RH Priest,AE Satterthwaite,SW 100es,SFM Devine,KT Perkins,AM Peterson,EM Bermingham,LMM Tahuhu,AC Kerr,HR Huddleston
1085955,1,5,2017,1,100,E Bisht,1,M Raj,S Mandhana,DB Sharma,PG Raut,H Kaur,MR Meshram,S Verma,J Goswami,M Joshi,E Bisht,Poonam Yadav
1085956,4,9,2017,4,101,M Kapp,4,CN Nation,R Boyce,SR Taylor,HK Matthews,Kyshona A Knight,DJS Dottin,MR Aguilleira,SF Daley,ASS Fletcher,A Mohammed,Q Joseph
1085957,3,4,2017,3,100,SJ Taylor,3,NR Sciver,TT Beaumont,SJ Taylor,L WinField,KH Brunt,HC Knight,DN Wyatt,A Shrubsole,A Hartley,D Hazell,Nan
1085958,1,8,2017,1,100,DB Sharma,1,M Raj,S Mandhana,DB Sharma,PG Raut,J Goswami,V Krishnamurthy,H Kaur,M Joshi,S Verma,E Bisht,Poonam Yadav
1085959,7,5,2017,7,100,EJ Villani,7,RL Haynes,BL Mooney,EA Perry,NE Bolton,EJ Villani,AJ Blackwell,AJ Healy,JL Jonassen,A Gardner,SE Aley,KM Beams
1085960,2,9,2017,2,101,LM Kasperek,2,CN Nation,Kycia A Knight,SR Taylor,HK Matthews,DJS Dottin,MR Aguilleira,Kyshona A Knight,SF Daley,ASS Fletcher,A Mohammed,AK Peters
1085961,2,5,2017,5,100,HM Rowe,2,Javeria Khan,Nahida Khan,Marina Iqbal,Ayesha Zafar,Nain Abidi,Sana Mir,Iram Javed,Kainat Imtiaz,Sidra Nawaz,Nashra Sandhu,Diana Baig
1085962,1,4,2017,1,101,D van Niekerk,4,M du Preez,L Lee,T Chetty,L Wolvaardt,M Kapp,D van Niekerk,S Luus,CL Tryon,S Ismail,A Khaka,M Daniels
1085964,8,9,2017,8,101,A Mohammed,9,CN Nation,Kycia A Knight,SR Taylor,HK Matthews,DJS Dottin,MR Aguilleira,Kyshona A Knight,SF Daley,ASS Fletcher,AK Peters,A Mohammed
1085965,5,9,2017,5,101,DJS Dottin,9,CN Nation,Kycia A Knight,SR Taylor,HK Matthews,DJS Dottin,MR Aguilleira,AK Peters,SF Daley,A Mohammed,Nan,Nan
1085966,4,8,2017,8,100,D van Niekerk,4,PM Weerakkody,PRCS Kumarihami,GWHM Perera,AC Jayangani,HASD Siriwardene,MADD Surangika,H Madavi,SS Weerakkody,LE Kaushalya,KADA Kanchana,I Ranaweera
1085967,7,1,2017,7,101,MM Lanning,7,H Kaur,S Mandhana,M Raj,PG Raut,S Verma,J Goswami,S Pandey,DB Sharma,V Krishnamurthy,E Bisht,Poonam Yadav
1085968,3,2,2017,3,100,NR Sciver,3,HC Knight,TT Beaumont,SJ Taylor,L WinField,NR Sciver,FC Wilson,KH Brunt,JL Gunn,LA Marsh,A Shrubsole,A Hartley
1085969,7,4,2017,7,100,EA Perry,7,EA Perry,NE Bolton,RL Haynes,BL Mooney,EJ Villani,AJ Blackwell,AJ Healy,A Gardner,JL Jonassen,ML Schutt,KM Beams
1085970,3,9,2017,9,101,HC Knight,3,HC Knight,TT Beaumont,SJ Taylor,L WinField,NR Sciver,FC Wilson,KH Brunt,JL Gunn,LA Marsh,A Shrubsole,A Hartley
1085971,1,2,2017,2,101,M Raj,1,H Kaur,PG Raut,M Raj,S Mandhana,DB Sharma,V Krishnamurthy,S Pandey,S Verma,J Goswami,RS Gayakwad,Poonam Yadav
1085972,5,8,2017,8,100,HHC Gunaratne,8,HASD Siriwardene,GWHM Perera,AC Jayangani,MDN Hansika,MADD Surangika,PM Weerakkody,LE Kaushalya,KADA Kanchana,SS Weerakkody,HHC Gunaratne,I Ranaweera
1089520,4,0,2017,0,100,S Ismail,4,M Musonda,L Tshuma,CS Mugeri,M Mupachikwa,P Mujaji,SM Mayers,P Marange,J Nkomo,T Granger,N Mutasa,N Sibanda
1089522,4,1,2017,1,101,S Pandey,1,M du Preez,L Wolvaardt,T Chetty,L Lee,M Kapp,S Luus,N de Klerk,S Ismail,M Klaas,M Daniels,R Ntozakhe
1089525,1,0,2017,0,100,RS Gayakwad,1,SM Mayers,CS Mugeri,M Mupachikwa,L Tshuma,M Musonda,P Mujaji,P Marange,J Nkomo,T Granger,N Mutasa,N Sibanda
1089526,4,0,2017,0,100,S Ismail,4,SM Mayers,CS Mugeri,M Mupachikwa,L Tshuma,M Musonda,P Mujaji,P Marange,J Nkomo,T Granger,N Mutasa,N Sibanda
1089528,4,1,2017,1,101,CL Tryon,4,CL Tryon,T Chetty,A Steyn,L Lee,M du Preez,S Luus,M Kapp,S Ismail,M Daniels,M Klaas,R Ntozakhe
1089531,1,0,2017,0,100,DB Sharma,1,M Mupachikwa,CS Mugeri,P Marange,L Tshuma,AC Mushangwe,SM Mayers,P Mujaji,J Nkomo,T Granger,N Mutasa,E Mbofana
1089533,4,1,2017,1,101,PG Raut,1,M du Preez,S Luus,T Chetty,A Steyn,M Kapp,N de Klerk,CL Tryon,S Ismail,A Khaka,M Klaas,R Ntozakhe
1098207,9,1,2017,9,101,AM Rahane,1,HH Pandya,S Dhawan,V Kohli,AM Rahane,Yuvraj Singh,MS Dhoni,KM Jadhav,B Kumar,UT Yadav,R Ashwin,Kuldeep Yadav
1098208,9,1,2017,9,101,MS Dhoni,1,Yuvraj Singh,S Dhawan,V Kohli,AM Rahane,MS Dhoni,KM Jadhav,B Kumar,UT Yadav,HH Pandya,Kuldeep Yadav,R Ashwin
1098209,9,1,2017,9,100,JO Holder,9,RL Chase,KA Hope,KS Williamson,E Lewis,JN Mohammed,JO Holder,R Powell,D Bishoo,AR Nurse,AS Joseph,KOK Williams
1098210,9,1,2017,9,100,V Kohli,1,RL Chase,KA Hope,KS Williamson,E Lewis,JN Mohammed,JO Holder,R Powell,AR Nurse,D Bishoo,AS Joseph,KOK Williams
1104478,8,0,2017,8,100,SF Mire,0,WU Tharanga,MD Gunathilaka,BKG Mendis,N Dickwella,AD Mathews,DAS Gunaratne,LD Madushanka,SL Malinga,N Pradeep,A Dananjaya,MA Aponso
1104479,8,0,2017,8,101,PADLR Sandakan,8,SC Williams,SF Mire,CR Ervine,H Masakadza,Sikandar Raza,RP Burl,MN Waller,PJ Moor,AG Cremer,DT Tiripano,TL Chatara
1104480,8,0,2017,8,101,MD Gunathilaka,8,CR Ervine,SF Mire,TK Musakanda,H Masakadza,SC Williams,MN Waller,Sikandar Raza,PJ Moor,CT Mumba,AG Cremer,TL Chatara
1104481,8,0,2017,8,100,CR Ervine,0,WU Tharanga,MD Gunathilaka,AD Mathews,N Dickwella,DAS Gunaratne,BKG Mendis,PWH de Silva,SL Malinga,AM Fernando,PVD Chameera,PADLR Sandakan
1104482,8,0,2017,0,101,Sikandar Raza,0,WU Tharanga,BKG Mendis,MD Gunathilaka,N Dickwella,AD Mathews,DAS Gunaratne,PWH de Silva,KMDN Kulasekara,A Dananjaya,PVD Chameera,SL Malinga
1144483,3,4,2019,4,101,BA Stokes,3,EJG Morgan,JM Bairstow,JE Root,JJ Roy,BA Stokes,JC Buttler,MM Ali,CR Woakes,LE Plunkett,JC Archer,AU Rashid
1144484,5,9,2019,9,101,O Thomas,9,Haris Sohail,Fakhar Zaman,Babar Azam,ImamNanulNanHaq,Sarfraz Ahmed,Mohammad Hafeez,Imad Wasim,Shadab Khan,Hasan Ali,Wahab Riaz,Mohammad Amir
1144485,2,8,2019,2,101,MJ Henry,2,BKG Mendis,MDKJ Perera,FDM Karunaratne,HDRL Thirimanne,DM de Silva,AD Mathews,BMAJ Mendis,NLTC Perera,I Udana,RAS Lakmal,SL Malinga
1144487,6,4,2019,4,101,Shakib Al Hasan,6,Mushfiqur Rahim,Soumya Sarkar,Shakib Al Hasan,Tamim Iqbal,Mohammad Mithun,Mahmudullah,Mosaddek Hossain,Mehedi Hasan Miraz,Mustafizur Rahman,Mohammad Saifuddin,Mashrafe Mortaza
1144488,3,5,2019,3,101,Mohammad Hafeez,5,Mohammad Hafeez,Fakhar Zaman,Babar Azam,ImamNanulNanHaq,Sarfraz Ahmed,Asif Ali,Shoaib Malik,Wahab Riaz,Hasan Ali,Shadab Khan,Mohammad Amir
1144490,1,4,2019,4,100,RG Sharma,1,HE van der Dussen,Q de Kock,F du Plessis,HM Amla,DA Miller,JP Duminy,AL Phehlukwayo,CH Morris,K Rabada,Imran Tahir,T Shamsi
1144491,6,2,2019,2,101,LRPL Taylor,2,Mushfiqur Rahim,Soumya Sarkar,Shakib Al Hasan,Tamim Iqbal,Mohammad Mithun,Mahmudullah,Mosaddek Hossain,Mohammad Saifuddin,Mehedi Hasan Miraz,Mashrafe Mortaza,Mustafizur Rahman
