Match_id,Team1,Team2,Season,Toss_winner,Toss_decision,Player_of_match,Winner,Players_1,Players_2,Players_3,Players_4,Players_5,Players_6,Players_7,Players_8,Players_9,Players_10,Players_11
287871,6,8,2007,6,101,CRD Fernando,8,DPMD Jayawardene,ST Jayasuriya,KC Sangakkara,WU Tharanga,LPC Silva,TM Dilshan,J Mubarak,WPUJC Vaas,CRD Fernando,MF Maharoof,SL Malinga
287872,4,2,2007,4,101,JM Kemp,4,SB Styris,BB McCullum,LRPL Taylor,L Vincent,CD McMillan,JDP Oram,NL McCullum,DL Vettori,SE Bond,MR Gillespie,CS Martin
291217,8,3,2007,8,100,MF Maharoof,8,DPMD Jayawardene,ST Jayasuriya,KC Sangakkara,WU Tharanga,LPC Silva,TM Dilshan,J Mubarak,MF Maharoof,WPUJC Vaas,SL Malinga,CRD Fernando
291218,8,3,2007,3,100,OA Shah,3,KP Pietersen,P Mustard,IR Bell,AN Cook,PD Collingwood,OA Shah,RS Bopara,GP Swann,SCJ Broad,RJ Sidebottom,JM Anderson
291220,8,3,2007,8,100,AN Cook,3,DPMD Jayawardene,ST Jayasuriya,KC Sangakkara,WU Tharanga,LPC Silva,KS Lokuarachchi,TM Dilshan,J Mubarak,WPUJC Vaas,CRD Fernando,SL Malinga
291221,8,3,2007,8,100,CRD Fernando,8,DPMD Jayawardene,ST Jayasuriya,KC Sangakkara,MDK Perera,LPC Silva,TM Dilshan,J Mubarak,KS Lokuarachchi,WPUJC Vaas,CRD Fernando,SL Malinga
291343,7,2,2007,7,100,A Symonds,7,A Symonds,MJ Clarke,MEK Hussey,AC Gilchrist,AC Voges,LA Pomersbach,B Lee,AA Noffke,NW Bracken,MG Johnson,SW Tait
291345,7,2,2007,2,100,RT Ponting,7,SB Styris,BB McCullum,JM How,L Vincent,LRPL Taylor,JDP Oram,MS Sinclair,DL Vettori,KD Mills,MR Gillespie,CS Martin
291347,7,2,2007,2,101,RT Ponting,7,MEK Hussey,MJ Clarke,RT Ponting,ML Hayden,A Symonds,BJ Haddin,JR Hopes,B Lee,NW Bracken,SW Tait,GB Hogg
291361,7,8,2007,7,100,NW Bracken,7,MJ Clarke,ML Hayden,RT Ponting,AC Gilchrist,A Symonds,MEK Hussey,JR Hopes,B Lee,NW Bracken,MG Johnson,GB Hogg
291362,7,1,2007,7,100,I Sharma,1,MJ Clarke,RT Ponting,ML Hayden,AC Gilchrist,A Symonds,MEK Hussey,BJ Haddin,B Lee,MG Johnson,NW Bracken,SR Clark
291364,7,8,2007,7,100,AC Gilchrist,7,MJ Clarke,ML Hayden,RT Ponting,AC Gilchrist,A Symonds,MEK Hussey,JR Hopes,GB Hogg,B Lee,MG Johnson,NW Bracken
291365,7,1,2007,7,100,MJ Clarke,7,MJ Clarke,ML Hayden,RT Ponting,AC Gilchrist,A Symonds,MEK Hussey,JR Hopes,GB Hogg,MG Johnson,NW Bracken,SR Clark
291366,1,8,2007,8,100,KC Sangakkara,1,DPMD Jayawardene,KC Sangakkara,ST Jayasuriya,TM Dilshan,CK Kapugedera,LPC Silva,MF Maharoof,WPUJC Vaas,SL Malinga,MKDI Amerasinghe,M Muralitharan
291367,7,8,2007,8,101,MEK Hussey,7,MJ Clarke,ML Hayden,RT Ponting,AC Gilchrist,A Symonds,MEK Hussey,JR Hopes,GB Hogg,MG Johnson,NW Bracken,SR Clark
291368,7,1,2007,7,100,RT Ponting,7,MJ Clarke,ML Hayden,RT Ponting,AC Gilchrist,A Symonds,MEK Hussey,JR Hopes,B Lee,NW Bracken,SR Clark,GB Hogg
291369,1,8,2007,1,101,P Kumar,1,DPMD Jayawardene,ST Jayasuriya,KC Sangakkara,MDK Perera,LPC Silva,TM Dilshan,CK Kapugedera,WPUJC Vaas,SL Malinga,M Muralitharan,MKDI Amerasinghe
291370,7,8,2007,8,100,AC Gilchrist,8,DPMD Jayawardene,ST Jayasuriya,KC Sangakkara,MDK Perera,CK Kapugedera,TM Dilshan,LPC Silva,KMDN Kulasekara,SL Malinga,M Muralitharan,MKDI Amerasinghe
291371,7,1,2007,7,100,SR Tendulkar,1,MJ Clarke,ML Hayden,RT Ponting,AC Gilchrist,A Symonds,MEK Hussey,JR Hopes,GB Hogg,B Lee,MG Johnson,NW Bracken
291372,7,1,2007,1,100,P Kumar,1,Yuvraj Singh,SR Tendulkar,G Gambhir,RV Uthappa,MS Dhoni,RG Sharma,IK Pathan,Harbhajan Singh,P Kumar,PP Chawla,S Sreesanth
293076,1,4,2007,4,101,JH Kallis,4,R Dravid,SR Tendulkar,G Gambhir,SC Ganguly,Yuvraj Singh,KD Karthik,RG Sharma,PP Chawla,RR Powar,Z Khan,RP Singh
293077,1,4,2007,1,101,SR Tendulkar,1,HH Gibbs,AB de Villiers,JH Kallis,MN van Wyk,JP Duminy,MV Boucher,AJ Hall,A Nel,M Ntini,CK Langeveldt,MS Tshabalala
293078,1,4,2007,1,101,Yuvraj Singh,1,HH Gibbs,MN van Wyk,JH Kallis,AB de Villiers,JP Duminy,JM Kemp,MV Boucher,AJ Hall,DW Steyn,M Ntini,A Nel
293481,8,6,2007,6,101,CRD Fernando,8,DPMD Jayawardene,ST Jayasuriya,KC Sangakkara,WU Tharanga,LPC Silva,TM Dilshan,J Mubarak,MF Maharoof,SL Malinga,CRD Fernando,HMCM Bandara
293482,8,6,2007,8,101,ST Jayasuriya,8,Mushfiqur Rahim,Shahriar Nafees,Tushar Imran,Tamim Iqbal,Mohammad Ashraful,Aftab Ahmed,Shakib Al Hasan,Farhad Reza,Abdur Razzak,Shahadat Hossain,Syed Rasel
293483,8,6,2007,6,101,J Mubarak,8,CK Kapugedera,ST Jayasuriya,KC Sangakkara,WU Tharanga,J Mubarak,TM Dilshan,DPMD Jayawardene,MF Maharoof,UDU Chandana,KMDN Kulasekara,CRD Fernando
296903,3,2,2008,3,101,IR Bell,3,LRPL Taylor,BB McCullum,JAH Marshall,JM How,SB Styris,PG Fulton,DR Flynn,DL Vettori,KD Mills,MJ Mason,MR Gillespie
296906,3,2,2008,3,101,KD Mills,2,SB Styris,BB McCullum,LRPL Taylor,JM How,DR Flynn,GD Elliott,GJ Hopkins,DL Vettori,KD Mills,TG Southee,MR Gillespie
296907,3,2,2008,2,101,SB Styris,2,RS Bopara,LJ Wright,KP Pietersen,IR Bell,PD Collingwood,OA Shah,TR Ambrose,GP Swann,SCJ Broad,RJ Sidebottom,JM Anderson
296908,3,2,2008,3,101,SB Styris,2,SB Styris,BB McCullum,LRPL Taylor,JM How,DR Flynn,JDP Oram,GD Elliott,KD Mills,MR Gillespie,TG Southee,DL Vettori
296914,3,4,2008,3,100,KP Pietersen,3,KP Pietersen,MJ Prior,OA Shah,IR Bell,A Flintoff,LJ Wright,SCJ Broad,JM Anderson,SJ Harmison,SR Patel,RS Bopara
296915,3,4,2008,4,100,SCJ Broad,3,AB de Villiers,HH Gibbs,JH Kallis,GC Smith,JP Duminy,MV Boucher,J Botha,JA Morkel,A Nel,M Ntini,DW Steyn
296916,3,4,2008,4,101,SR Patel,3,KP Pietersen,MJ Prior,OA Shah,IR Bell,A Flintoff,PD Collingwood,SR Patel,LJ Wright,SCJ Broad,JM Anderson,SJ Harmison
296917,3,4,2008,3,101,A Flintoff,3,AB de Villiers,HM Amla,JH Kallis,HH Gibbs,JP Duminy,MV Boucher,VD Philander,J Botha,DW Steyn,A Nel,M Morkel
297794,1,7,2007,1,101,BJ Haddin,7,MJ Clarke,ML Hayden,BJ Hodge,AC Gilchrist,A Symonds,BJ Haddin,JR Hopes,B Lee,MG Johnson,SR Clark,GB Hogg
297795,1,7,2007,7,100,A Symonds,7,MJ Clarke,ML Hayden,RT Ponting,AC Gilchrist,A Symonds,BJ Hodge,JR Hopes,B Lee,MG Johnson,SR Clark,GB Hogg
297796,1,7,2007,1,100,MS Dhoni,1,MS Dhoni,SR Tendulkar,Yuvraj Singh,SC Ganguly,R Dravid,RV Uthappa,Z Khan,RP Singh,IK Pathan,Harbhajan Singh,M Kartik
297797,1,7,2007,1,100,MG Johnson,7,SR Tendulkar,R Dravid,Yuvraj Singh,SC Ganguly,RV Uthappa,MS Dhoni,IK Pathan,Harbhajan Singh,M Kartik,Z Khan,RP Singh
297798,1,7,2007,7,100,A Symonds,7,BJ Hodge,MJ Clarke,RT Ponting,AC Gilchrist,A Symonds,BJ Haddin,JR Hopes,B Lee,MG Johnson,NW Bracken,GB Hogg
297799,1,7,2007,7,100,M Kartik,1,BJ Hodge,RT Ponting,AC Gilchrist,MJ Clarke,A Symonds,BJ Haddin,JR Hopes,GB Hogg,B Lee,MG Johnson,NW Bracken
297800,1,7,2007,7,100,G Gambhir,1,A Symonds,RT Ponting,ML Hayden,AC Gilchrist,BJ Hodge,MJ Clarke,BJ Haddin,B Lee,NW Bracken,BW Hilfenhaus,SR Clark
297801,1,5,2007,5,100,MS Dhoni,1,Mohammad Yousuf,Kamran Akmal,Younis Khan,Salman Butt,Shahid Afridi,Shoaib Malik,MisbahNanulNanHaq,Abdur Rehman,Shoaib Akhtar,Umar Gul,Iftikhar Anjum
297802,1,5,2007,1,100,Younis Khan,5,V Sehwag,G Gambhir,SR Tendulkar,SC Ganguly,Yuvraj Singh,MS Dhoni,RV Uthappa,IK Pathan,Harbhajan Singh,Z Khan,RP Singh
297803,1,5,2007,5,101,Yuvraj Singh,1,Yuvraj Singh,SR Tendulkar,G Gambhir,SC Ganguly,MS Dhoni,RV Uthappa,Harbhajan Singh,IK Pathan,RP Singh,Z Khan,M Kartik
297804,1,5,2007,5,100,SR Tendulkar,1,Mohammad Yousuf,Younis Khan,Shoaib Malik,Salman Butt,Shahid Afridi,MisbahNanulNanHaq,Sohail Tanvir,Kamran Akmal,Shoaib Akhtar,Umar Gul,Iftikhar Anjum
297805,1,5,2007,1,101,Shoaib Malik,5,Mohammad Yousuf,Imran Nazir,Yasir Hameed,Salman Butt,Shoaib Malik,MisbahNanulNanHaq,Fawad Alam,Sohail Tanvir,Umar Gul,Iftikhar Anjum,Nan
298795,4,2,2007,4,101,AB de Villiers,4,LRPL Taylor,BB McCullum,JM How,L Vincent,SB Styris,GJ Hopkins,DL Vettori,KD Mills,MR Gillespie,MJ Mason,JS Patel
298796,4,2,2007,4,101,AB de Villiers,4,SB Styris,BB McCullum,JM How,L Vincent,LRPL Taylor,MS Sinclair,GJ Hopkins,KD Mills,MR Gillespie,CS Martin,DL Vettori
298797,4,2,2007,4,100,BB McCullum,2,AB de Villiers,JH Kallis,GC Smith,HH Gibbs,JP Duminy,MV Boucher,SM Pollock,JA Morkel,J Botha,A Nel,CK Langeveldt
298798,4,2,2007,2,100,HH Gibbs,4,SB Styris,BB McCullum,JM How,L Vincent,LRPL Taylor,MS Sinclair,JDP Oram,KD Mills,DL Vettori,MR Gillespie,JS Patel
298805,4,9,2007,4,101,JP Duminy,4,S Chanderpaul,BA Parchment,MN Samuels,DS Smith,RS Morton,DJ Bravo,D Ramdin,DJG Sammy,R Rampaul,DBL Powell,FH Edwards
298806,4,9,2007,4,100,SM Pollock,4,AB de Villiers,HH Gibbs,JH Kallis,GC Smith,JP Duminy,MV Boucher,SM Pollock,J Botha,DW Steyn,M Morkel,CK Langeveldt
298807,4,9,2007,9,100,JH Kallis,4,MN Samuels,S Chattergoon,PA Browne,BA Parchment,RS Morton,DJ Bravo,DJG Sammy,D Ramdin,JE Taylor,DBL Powell,FH Edwards
298808,4,9,2007,9,100,AB de Villiers,4,MN Samuels,S Chattergoon,S Chanderpaul,BA Parchment,DJ Bravo,PA Browne,DJG Sammy,RN Lewis,JE Taylor,DBL Powell,FH Edwards
298809,4,9,2007,4,101,HH Gibbs,4,PA Browne,DS Smith,S Chanderpaul,BA Parchment,DJ Bravo,RS Morton,D Ramdin,DJG Sammy,RN Lewis,DBL Powell,R Rampaul
299006,5,4,2007,4,100,AB de Villiers,4,AB de Villiers,GC Smith,JH Kallis,HH Gibbs,JM Kemp,MV Boucher,SM Pollock,M Ntini,CK Langeveldt,JA Morkel,J Botha
299007,5,4,2007,5,100,Mohammad Yousuf,5,Mohammad Yousuf,Kamran Akmal,Younis Khan,Imran Nazir,Shoaib Malik,MisbahNanulNanHaq,Shahid Afridi,Sohail Tanvir,Abdur Rehman,Iftikhar Anjum,Umar Gul
299008,5,4,2007,4,100,Shahid Afridi,5,AB de Villiers,GC Smith,JH Kallis,HH Gibbs,JM Kemp,MV Boucher,JA Morkel,SM Pollock,J Botha,CK Langeveldt,M Ntini
299009,5,4,2007,5,100,SM Pollock,4,Mohammad Yousuf,Shahid Afridi,Younis Khan,Yasir Hameed,Shoaib Malik,MisbahNanulNanHaq,Kamran Akmal,Abdur Rehman,Iftikhar Anjum,Umar Gul,Mohammad Asif
299010,5,4,2007,4,100,M Ntini,4,AB de Villiers,GC Smith,JH Kallis,HH Gibbs,JP Duminy,MV Boucher,SM Pollock,JA Morkel,A Nel,J Botha,M Ntini
300426,2,6,2007,2,101,JM How,2,Mohammad Ashraful,Junaid Siddique,Aftab Ahmed,Tamim Iqbal,Shakib Al Hasan,Mehrab Hossain jnr,Mushfiqur Rahim,Farhad Reza,Mashrafe Mortaza,Abdur Razzak,Shahadat Hossain
300427,2,6,2007,2,100,PG Fulton,2,SB Styris,BB McCullum,PG Fulton,JM How,LRPL Taylor,JDP Oram,KD Mills,CS Martin,MR Gillespie,DL Vettori,Nan
300428,2,6,2007,2,101,DL Vettori,2,Aftab Ahmed,Junaid Siddique,Mohammad Ashraful,Tamim Iqbal,Tushar Imran,Shakib Al Hasan,Farhad Reza,Mushfiqur Rahim,Abdur Razzak,Mashrafe Mortaza,Shahadat Hossain
300437,2,3,2007,3,100,SB Styris,2,KP Pietersen,P Mustard,IR Bell,AN Cook,PD Collingwood,OA Shah,RS Bopara,GP Swann,SCJ Broad,RJ Sidebottom,JM Anderson
300438,2,3,2007,2,101,JD Ryder,2,KP Pietersen,P Mustard,IR Bell,AN Cook,PD Collingwood,OA Shah,RS Bopara,GP Swann,SCJ Broad,RJ Sidebottom,JM Anderson
300439,2,3,2007,3,101,PD Collingwood,3,LRPL Taylor,BB McCullum,JM How,JD Ryder,SB Styris,PG Fulton,JDP Oram,DL Vettori,KD Mills,PA Hitchcock,CS Martin
300441,2,3,2007,2,101,BB McCullum,2,KP Pietersen,P Mustard,IR Bell,AN Cook,PD Collingwood,OA Shah,LJ Wright,SCJ Broad,AD Mascarenhas,JM Anderson,RJ Sidebottom
317578,0,9,2007,9,101,CJ Chibhabha,0,T Taibu,BRM Taylor,CJ Chibhabha,V Sibanda,H Masakadza,E Chigumbura,S Matsikenyeri,P Utseya,KM Dabengwa,GB Brent,RW Price
317579,0,9,2007,0,101,RS Morton,9,S Chanderpaul,DS Smith,RS Morton,CH Gayle,MN Samuels,DJ Bravo,D Ramdin,RN Lewis,R Rampaul,JE Taylor,DBL Powell
317581,0,9,2007,9,101,JE Taylor,9,T Taibu,H Masakadza,E Chigumbura,V Sibanda,BRM Taylor,S Matsikenyeri,KM Dabengwa,CJ Chibhabha,P Utseya,GB Brent,RW Price
319134,9,8,2007,9,101,DJ Bravo,9,DPMD Jayawardene,ML Udawatte,KC Sangakkara,WU Tharanga,LPC Silva,TM Dilshan,CK Kapugedera,WPUJC Vaas,KMDN Kulasekara,MKDI Amerasinghe,BAW Mendis
319135,9,8,2007,9,101,S Chanderpaul,9,K Weeraratne,ML Udawatte,KC Sangakkara,WU Tharanga,DPMD Jayawardene,LPC Silva,WPUJC Vaas,KMDN Kulasekara,BAW Mendis,CK Kapugedera,TM Dilshan
319143,9,7,2008,9,101,SE Marsh,7,MJ Clarke,SR Watson,RT Ponting,SE Marsh,MEK Hussey,BJ Haddin,CL White,JR Hopes,B Lee,MG Johnson,NW Bracken
319144,9,7,2008,7,100,MJ Clarke,7,MJ Clarke,SR Watson,RT Ponting,SE Marsh,MEK Hussey,CL White,JR Hopes,B Lee,NW Bracken,MG Johnson,Nan
319145,9,7,2008,7,101,SR Watson,7,S Chanderpaul,XM Marshall,RR Sarwan,CH Gayle,DJ Bravo,ADS Fletcher,D Ramdin,DJG Sammy,DBL Powell,FH Edwards,SJ Benn
319146,9,7,2008,9,101,A Symonds,7,MJ Clarke,SR Watson,MEK Hussey,SE Marsh,A Symonds,DJ Hussey,JR Hopes,L Ronchi,B Lee,MG Johnson,NW Bracken
319147,9,7,2008,7,100,L Ronchi,7,MJ Clarke,SR Watson,L Ronchi,SE Marsh,MEK Hussey,A Symonds,DJ Hussey,JR Hopes,B Lee,MG Johnson,NW Bracken
323949,6,4,2007,6,100,GC Smith,4,Mohammad Ashraful,Junaid Siddique,Shahriar Nafees,Tamim Iqbal,Shakib Al Hasan,Raqibul Hasan,Dhiman Ghosh,Mosharraf Hossain,Abdur Razzak,Shahadat Hossain,Syed Rasel
323950,6,4,2007,6,100,A Nel,4,Nazimuddin,Mohammad Ashraful,Shahriar Nafees,Tamim Iqbal,Shakib Al Hasan,Raqibul Hasan,Dhiman Ghosh,Abdur Razzak,Mashrafe Mortaza,Mosharraf Hossain,Syed Rasel
323951,6,4,2007,6,100,JA Morkel,4,Mohammad Ashraful,Shahriar Nafees,Nazimuddin,Tamim Iqbal,Shakib Al Hasan,Raqibul Hasan,Dhiman Ghosh,Farhad Reza,Abdur Razzak,Mashrafe Mortaza,Mosharraf Hossain
325800,5,0,2007,0,101,Nasir Jamshed,5,Mohammad Yousuf,Nasir Jamshed,Younis Khan,Salman Butt,Shoaib Malik,MisbahNanulNanHaq,Shahid Afridi,Sohail Tanvir,Samiullah Khan,Iftikhar Anjum,Nan
325801,5,0,2007,0,100,Sohail Tanvir,5,T Taibu,H Masakadza,CJ Chibhabha,V Sibanda,BRM Taylor,E Chigumbura,SC Williams,S Matsikenyeri,P Utseya,GB Brent,RW Price
325802,5,0,2007,5,100,Shahid Afridi,5,Mohammad Yousuf,Nasir Jamshed,Younis Khan,Salman Butt,Shoaib Malik,MisbahNanulNanHaq,Shahid Afridi,Kamran Akmal,Kamran Hussain,Sohail Tanvir,Yasir Arafat
325803,5,0,2007,0,100,Shoaib Malik,5,T Taibu,H Masakadza,SC Williams,V Sibanda,BRM Taylor,CJ Chibhabha,E Chigumbura,KM Dabengwa,GB Brent,RW Price,CB Mpofu
325804,5,0,2007,0,100,Younis Khan,5,T Taibu,H Masakadza,SC Williams,V Sibanda,BRM Taylor,CJ Chibhabha,E Chigumbura,KM Dabengwa,GB Brent,RW Price,CB Mpofu
335348,6,8,2008,6,101,KC Sangakkara,8,CK Kapugedera,KC Sangakkara,DPMD Jayawardene,ST Jayasuriya,LPC Silva,TM Dilshan,WPUJC Vaas,KMDN Kulasekara,BAW Mendis,M Muralitharan,CRD Fernando
335351,5,1,2008,5,100,SK Raina,1,Mohammad Yousuf,Shoaib Malik,Younis Khan,Salman Butt,MisbahNanulNanHaq,Shahid Afridi,Sohail Tanvir,Umar Gul,Iftikhar Anjum,Fawad Alam,Nan
335354,6,8,2008,8,100,ST Jayasuriya,8,CK Kapugedera,KC Sangakkara,DPMD Jayawardene,ST Jayasuriya,LPC Silva,TM Dilshan,WPUJC Vaas,T Thushara,KMDN Kulasekara,BAW Mendis,M Muralitharan
335355,5,1,2008,1,100,Younis Khan,5,Yuvraj Singh,V Sehwag,SK Raina,G Gambhir,MS Dhoni,RG Sharma,YK Pathan,IK Pathan,P Kumar,I Sharma,PP Chawla
335356,1,8,2008,8,100,MS Dhoni,1,CK Kapugedera,KC Sangakkara,DPMD Jayawardene,ST Jayasuriya,LPC Silva,TM Dilshan,K Weeraratne,T Thushara,KMDN Kulasekara,M Muralitharan,CRD Fernando
335357,5,6,2008,6,100,Abdur Rauf,5,Raqibul Hasan,Nazimuddin,Mohammad Ashraful,Tamim Iqbal,Mushfiqur Rahim,Alok Kapali,Mahmudullah,Farhad Reza,Mashrafe Mortaza,Abdur Razzak,Shahadat Hossain
335358,1,8,2008,1,101,BAW Mendis,8,CK Kapugedera,KC Sangakkara,DPMD Jayawardene,ST Jayasuriya,LPC Silva,TM Dilshan,WPUJC Vaas,KMDN Kulasekara,T Thushara,BAW Mendis,M Muralitharan
336201,7,6,2008,6,101,MEK Hussey,7,MEK Hussey,JR Hopes,MJ Clarke,SE Marsh,DJ Hussey,BJ Haddin,CL White,MG Johnson,B Geeves,NW Bracken,SR Clark
336202,7,6,2008,6,100,SE Marsh,7,Mohammad Ashraful,Junaid Siddique,Mehrab Hossain jnr,Tamim Iqbal,Shakib Al Hasan,Alok Kapali,Dhiman Ghosh,Abdur Razzak,Mashrafe Mortaza,Nazmul Hossain,Shahadat Hossain
336204,7,6,2008,7,100,Tamim Iqbal,7,MEK Hussey,SR Watson,MJ Clarke,SE Marsh,DJ Hussey,BJ Haddin,CL White,NW Bracken,SR Clark,MG Johnson,JR Hopes
343732,8,1,2008,1,100,BAW Mendis,8,Yuvraj Singh,SK Raina,V Kohli,G Gambhir,RG Sharma,MS Dhoni,IK Pathan,Harbhajan Singh,Z Khan,PP Ojha,MM Patel
343733,8,1,2008,1,101,Z Khan,1,CK Kapugedera,KC Sangakkara,DPMD Jayawardene,ST Jayasuriya,LPC Silva,TM Dilshan,KMDN Kulasekara,T Thushara,CRD Fernando,BAW Mendis,M Muralitharan
343734,8,1,2008,1,100,MS Dhoni,1,Yuvraj Singh,G Gambhir,SK Raina,V Kohli,S Badrinath,MS Dhoni,RG Sharma,Harbhajan Singh,Z Khan,P Kumar,MM Patel
343736,8,1,2008,8,100,KMDN Kulasekara,8,KC Sangakkara,SM Warnapura,ML Udawatte,ST Jayasuriya,DPMD Jayawardene,CK Kapugedera,J Mubarak,T Thushara,KMDN Kulasekara,CRD Fernando,BAW Mendis
343759,5,6,2007,5,100,Mohammad Yousuf,5,Mohammad Yousuf,Nasir Jamshed,Younis Khan,Salman Butt,Shoaib Malik,MisbahNanulNanHaq,Shahid Afridi,Umar Gul,Sohail Tanvir,Iftikhar Anjum,Nan
343760,5,6,2007,6,100,Salman Butt,5,Mohammad Ashraful,Shahriar Nafees,Aftab Ahmed,Tamim Iqbal,Shakib Al Hasan,Mahmudullah,Farhad Reza,Dhiman Ghosh,Mashrafe Mortaza,Abdur Razzak,Syed Rasel
343761,5,6,2007,5,100,Salman Butt,5,Mohammad Yousuf,Kamran Akmal,Bazid Khan,Salman Butt,Shahid Afridi,Shoaib Malik,MisbahNanulNanHaq,Sohail Tanvir,Fawad Alam,Iftikhar Anjum,Sohail Khan
343762,5,6,2007,6,100,Shakib Al Hasan,5,Mohammad Ashraful,Junaid Siddique,Aftab Ahmed,Tamim Iqbal,Shakib Al Hasan,Mahmudullah,Farhad Reza,Dhiman Ghosh,Abdur Razzak,Mashrafe Mortaza,Shahadat Hossain
343763,5,6,2007,5,100,Mohammad Asif,5,Mohammad Yousuf,Kamran Akmal,Younis Khan,Salman Butt,Shoaib Malik,Shahid Afridi,MisbahNanulNanHaq,Naumanullah,Wahab Riaz,Mohammad Asif,Umar Gul
345468,6,5,2008,6,101,Salman Butt,5,Shahid Afridi,Kamran Akmal,Mohammad Yousuf,Salman Butt,Shoaib Malik,MisbahNanulNanHaq,Fawad Alam,Sohail Tanvir,Umar Gul,Wahab Riaz,Younis Khan
345469,1,5,2008,1,100,V Sehwag,1,YK Pathan,V Sehwag,Yuvraj Singh,G Gambhir,RG Sharma,MS Dhoni,SK Raina,IK Pathan,P Kumar,PP Chawla,I Sharma
345470,6,1,2008,6,100,G Gambhir,1,Raqibul Hasan,Mohammad Ashraful,Shahriar Nafees,Tamim Iqbal,Mushfiqur Rahim,Alok Kapali,Mahmudullah,Farhad Reza,Mashrafe Mortaza,Abdur Razzak,Dolar Mahmud
345471,1,5,2008,5,100,Younis Khan,5,MisbahNanulNanHaq,Kamran Akmal,Younis Khan,Salman Butt,Shahid Afridi,Shoaib Malik,Umar Gul,Sohail Tanvir,Iftikhar Anjum,Fawad Alam,Nan
350043,3,7,2009,3,101,CJ Ferguson,7,MJ Clarke,TD Paine,CL White,SR Watson,CJ Ferguson,MEK Hussey,JR Hopes,B Lee,NW Bracken,MG Johnson,NM Hauritz
350044,3,7,2009,3,101,MG Johnson,7,MJ Clarke,TD Paine,CL White,SR Watson,CJ Ferguson,MEK Hussey,JR Hopes,MG Johnson,B Lee,NM Hauritz,NW Bracken
350045,3,7,2009,3,100,CL White,7,OA Shah,RS Bopara,MJ Prior,AJ Strauss,PD Collingwood,EJG Morgan,LJ Wright,TT Bresnan,GP Swann,RJ Sidebottom,JM Anderson
350046,3,7,2009,3,100,B Lee,7,MJ Prior,JL Denly,RS Bopara,AJ Strauss,OA Shah,EJG Morgan,LJ Wright,SCJ Broad,AU Rashid,TT Bresnan,RJ Sidebottom
350048,3,7,2009,7,100,TD Paine,7,MEK Hussey,TD Paine,RT Ponting,SR Watson,CJ Ferguson,CL White,JR Hopes,B Lee,NM Hauritz,PM Siddle,NW Bracken
350049,3,7,2009,3,101,GP Swann,3,MJ Clarke,RT Ponting,TD Paine,SR Watson,MEK Hussey,CL White,JR Hopes,MG Johnson,B Lee,NM Hauritz,BW Hilfenhaus
350348,4,6,2008,4,100,DW Steyn,4,AB de Villiers,JL Ontong,JH Kallis,HM Amla,JP Duminy,MV Boucher,JA Morkel,J Botha,J Louw,M Morkel,DW Steyn
350477,4,7,2008,7,100,MEK Hussey,7,DJ Hussey,MJ Clarke,RT Ponting,BJ Haddin,MEK Hussey,CJ Ferguson,JR Hopes,MG Johnson,NM Hauritz,NW Bracken,B Laughlin
350478,4,7,2008,7,100,WD Parnell,4,DJ Hussey,MJ Clarke,RT Ponting,BJ Haddin,MEK Hussey,JR Hopes,CJ Ferguson,MG Johnson,NM Hauritz,NW Bracken,B Laughlin
350479,4,7,2008,4,100,JH Kallis,4,AB de Villiers,GC Smith,JH Kallis,HH Gibbs,JP Duminy,JA Morkel,MV Boucher,RE van der Merwe,DW Steyn,WD Parnell,J Botha
350480,4,7,2008,7,101,HH Gibbs,4,AB de Villiers,HH Gibbs,JH Kallis,GC Smith,JA Morkel,MV Boucher,JP Duminy,DW Steyn,WD Parnell,J Botha,RE van der Merwe
350481,4,7,2008,4,101,NM Hauritz,7,CJ Ferguson,MJ Clarke,RT Ponting,BJ Haddin,MEK Hussey,DJ Hussey,JR Hopes,MG Johnson,NM Hauritz,NW Bracken,B Laughlin
351684,7,4,2008,7,100,JA Morkel,4,MJ Clarke,MEK Hussey,RT Ponting,SE Marsh,DJ Hussey,CL White,BJ Haddin,JR Hopes,NW Bracken,BW Hilfenhaus,SW Tait
351685,7,4,2008,4,101,SE Marsh,7,MEK Hussey,DA Warner,RT Ponting,SE Marsh,DJ Hussey,CL White,BJ Haddin,JR Hopes,RJ Harris,NW Bracken,BW Hilfenhaus
351686,7,4,2008,7,100,JA Morkel,4,MEK Hussey,DA Warner,RT Ponting,SE Marsh,DJ Hussey,BJ Haddin,JR Hopes,MG Johnson,NM Hauritz,NW Bracken,SW Tait
351687,7,4,2008,7,100,AB de Villiers,4,MEK Hussey,DA Warner,RT Ponting,SE Marsh,DJ Hussey,BJ Haddin,CL White,JR Hopes,MG Johnson,BW Hilfenhaus,SW Tait
351688,7,4,2008,4,100,HM Amla,4,AB de Villiers,HH Gibbs,ND McKenzie,HM Amla,JP Duminy,JA Morkel,VB van Jaarsveld,J Botha,M Morkel,LL Tsotsobe,WD Parnell
351689,7,2,2008,7,100,KD Mills,2,MJ Clarke,DA Warner,RT Ponting,SE Marsh,DJ Hussey,MEK Hussey,BJ Haddin,JR Hopes,MG Johnson,NW Bracken,SW Tait
351690,7,2,2008,2,101,MJ Clarke,2,DJ Hussey,MJ Clarke,BJ Haddin,DA Warner,MEK Hussey,CL White,CJ Ferguson,NW Bracken,BW Hilfenhaus,MG Johnson,JR Hopes
